,href,Date,City,State,Country,Shape,Summary,Reported,Media,Explanation
343,https://nuforc.org//sighting/?id=175361,04/13/2023 00:00,Mount Ephraim,NJ,USA,Triangle,10’x10x10’ magnificent triangle craft aprox 25 feet in the air flew slowly over us and past us at a somewhat slow pace.,,,
344,https://nuforc.org//sighting/?id=175680,04/10/2023 23:00,Vacherie,LA,USA,Circle,USCG licensed captain on Miss River. Look up and saw object hovering over red tower light and it was so bright it reflected on water.,,Y,
345,https://nuforc.org//sighting/?id=175234,04/08/2023 18:45,Ocean Shores,New South Wales,Australia,Triangle,Large triangle non flashing lights silent moving fast,,,
346,https://nuforc.org//sighting/?id=175220,04/07/2023 02:35,,CA,USA,Orb,"3 orbs of light, similar to stars or planets. They would glow bright and then fade. They were stationary and then would reposition.",,,
347,https://nuforc.org//sighting/?id=175144,03/27/2023 23:15,"Boarder of Colorado, Utah and Wyoming",CO,USA,Light,"3 lights forming a triangle, converging, disappearing. Then reappearing forming a triangle, converging then disappearing again.",,,
348,https://nuforc.org//sighting/?id=176381,03/26/2023 21:28,Wilson,IN,USA,Triangle,Witnesses observed a bright triangular craft object hovering at tree top level,,,
349,https://nuforc.org//sighting/?id=175130,03/26/2023 21:10,Sedona,AZ,USA,Other,Boomerang/ triangle silent no lights <= 300meters above,,,
350,https://nuforc.org//sighting/?id=175113,03/24/2023 22:05,Rochester,MN,USA,Formation,Y shaped Formation,,Y,
351,https://nuforc.org//sighting/?id=175089,03/22/2023 21:45,Portland,OR,USA,Rectangle,Witnessed a rectangular ufo come closer to me but eventually came to a stop (a hover) just above some trees and take off again.,,,
352,https://nuforc.org//sighting/?id=175077,03/21/2023 21:09,Barnegat,NJ,USA,Disk,"2 Crafts seen, then 1 right near my car",,,
353,https://nuforc.org//sighting/?id=175008,03/14/2023 23:35,Madison,IN,USA,Disk,"I saw a disk (unknown material) with lights, the top was spinning one direction and the bottom was spinning the opposite direction.",,,
354,https://nuforc.org//sighting/?id=175091,03/12/2023 21:40,Oxnard,CA,USA,Unknown,"850' AGL directly overhead @ 65 mph air speed inline 1 behind the other each had 3 distinct extremely bright lights front, bottom, rear",,,
355,https://nuforc.org//sighting/?id=175014,03/10/2023 12:00,,,Unspecified,Orb,Extremely bright light that would fade in and out at high velocity in apparent sporadic tracks over the Pacific Ocean,,,
356,https://nuforc.org//sighting/?id=174959,03/08/2023 19:00,Kingsport,TN,USA,Unknown,"Brilliant light hovering over Holston Ordnance Army Ammunition Plant, then moved northeast very slowly",,,
357,https://nuforc.org//sighting/?id=174917,03/07/2023 03:40,Waco,TX,USA,Light,"One single slowly pulsing very bright light then multiple lights moving erratically (staying stationary, changing direction rapidly)",,Y,
358,https://nuforc.org//sighting/?id=174884,03/05/2023 03:30,,-,USA,Formation,Four to five pulsating bright lights that would fade in and out and would move around each other.,,,
359,https://nuforc.org//sighting/?id=174967,03/02/2023 20:38,Uxbridge,ON,Canada,Other,"Bright orb, rapidly grew size/brightness, shot across sky. Followed by slow/hovering triangular ufo with cloaking ability.",,,
360,https://nuforc.org//sighting/?id=175502,03/01/2023 03:30,Morgantown,WV,USA,Sphere,Reddish orange sphere hovering above neighbor's residence.,,,
361,https://nuforc.org//sighting/?id=174996,02/28/2023 19:59,At sea on a cruise ship NW of Cuba enroute to Cozumel,,Cuba,Orb,Blue-white orb moving north to south,,Y,
362,https://nuforc.org//sighting/?id=174936,02/27/2023 19:54,Atlanta,GA,USA,Cylinder,UAP spotted over Atlanta from 37000 feet,,Y,
363,https://nuforc.org//sighting/?id=174726,02/27/2023 00:15,Rosedale,MD,USA,Disk,Bright Hovering Disc.   The disc was vibrating and at one point there appeared to be beams of light passing to the ground.,,,
364,https://nuforc.org//sighting/?id=176957,02/25/2023 22:32,Austin,TX,USA,Triangle,Saw at a far distance 4 Y shaped liked objects hovering for 5 minutes in sky then they all separated and went different directions,,,
365,https://nuforc.org//sighting/?id=174365,02/09/2023 03:45,Montgomery,AL,USA,Sphere,We saw at least 10 bright starlight looking objects that flew fast and in various directions. Multiple other pilots on guard saw them,,,
366,https://nuforc.org//sighting/?id=183024,01/19/2023 19:01,Sprague River,OR,USA,Oval,"Lights over Sprague River, Oregon and Unexplained Animal Deaths.",,Y,
367,https://nuforc.org//sighting/?id=176758,01/09/2023 20:15,Brisbane,Queensland,Australia,Disk,I saw iridescent green ufo 'saturn' shaped hovering over the 3 story apartment block.,,,
368,https://nuforc.org//sighting/?id=173978,01/04/2023 21:15,Forney,TX,USA,Chevron,Chevron shape hovering in place,,Y,
369,https://nuforc.org//sighting/?id=179231,12/23/2022 23:11,Plain City,UT,USA,Triangle,Black triangle,,Y,
370,https://nuforc.org//sighting/?id=173423,12/13/2022 22:30,Buckeye,AZ,USA,Triangle,"Black triangle with glowing warm orange lights at each corner. Silent, moved across sky. Almost invisible, seemed to be very large.",,Y,
371,https://nuforc.org//sighting/?id=173914,11/19/2022 21:56,Cockeysville,MD,USA,Chevron,We spotted a chevron-like craft seemingly very low to the ground with 2 faint circular lights on both wings with no visible light bulb.,,Y,
372,https://nuforc.org//sighting/?id=173814,11/09/2022 20:15,"Arrival into Eugene, OR",OR,USA,Light,Sighting of one to two extremely bright maneuvering lights at extreme distance and elevation.,,,
373,https://nuforc.org//sighting/?id=182422,11/01/2022 19:30,Sault Ste. Marie,ON,Canada,Triangle,"Black triangle hovering at treetop level, size of a football field approx 50 yards off highway.",,,
374,https://nuforc.org//sighting/?id=175102,10/28/2022 21:08,NORTH CHELMSFORD,MA,USA,Circle,"I saw lights floating in the sky and moving in odd ways, and then they flew off all at once",,Y,
375,https://nuforc.org//sighting/?id=176379,10/12/2022 23:35,Bensville,New South Wales,Australia,Triangle,Two UFO's one following the other with extremely bright sparks emitting from their tips - no sound - one lightly laarger.,,,
376,https://nuforc.org//sighting/?id=175390,10/11/2022 22:17,Denver,CO,USA,Orb,Multiple sightings of maneuvering orbs,,Y,
377,https://nuforc.org//sighting/?id=178463,10/03/2022 13:00,,,International Waters,Rectangle,I saw a black bar in the clouds then as it came closer it turned on its side to face the plane.,,,
378,https://nuforc.org//sighting/?id=175112,09/17/2022 22:30,Sequim,WA,USA,Light,I was looking up into the sky and thought I was looking at a satellite,,,
379,https://nuforc.org//sighting/?id=175490,09/10/2022 15:00,"near village of Warrensville,",NC,USA,Rectangle,"appears similar to box kite, except metal, but open on one end, the leading end - see sketch attached",,Y,
380,https://nuforc.org//sighting/?id=181730,09/07/2022 14:20,Winamac,Indiana,United States,Orb,Chrome metal orb size of basketball,,,
381,https://nuforc.org//sighting/?id=181335,08/31/2022 18:48,Pineville,KY,USA,Disk,Observed a classic disc shaped object at very low altitude during daylight and clear skies.,,Y,
382,https://nuforc.org//sighting/?id=171506,08/29/2022 23:06,"Auburn, Enumclaw area",WA,USA,Cigar,"Outside we saw a black cigar shaped ufo with 2 white lights, one on each end.",,Y,
383,https://nuforc.org//sighting/?id=179371,08/29/2022 22:36,Haubstadt,IN,USA,Rectangle,I am a airline pilot. We were at 38000 ft when encountered,,,
384,https://nuforc.org//sighting/?id=171460,08/28/2022 20:45,Cairo,KY,USA,Unknown,Something hovering/ flying fast and erratic with only 2 lights.,,Y,
385,https://nuforc.org//sighting/?id=175452,08/24/2022 15:30,Gallipolis,OH,USA,Egg,"It was gold in color, stationary over the runway, then it shot off like a bullet to the North.",,,
386,https://nuforc.org//sighting/?id=182576,08/12/2022 07:30,Houston,TX,USA,Orb,Viewed orb on freeway float over and around cars including mine.,,,
387,https://nuforc.org//sighting/?id=171842,08/06/2022 19:30,Franklin,IN,USA,Circle,Observed doughnut shaped craft moving over my yard with excellent visibility conditions.,,,
388,https://nuforc.org//sighting/?id=181190,07/29/2022 21:05,Angora,MN,USA,Light,Disc/sphere shape with incredibly bright lights and a pulsating blue/white beam,,,
389,https://nuforc.org//sighting/?id=170711,07/26/2022 22:50,Greenwood,DE,USA,Other,HUGE unkn aircraft passed/glided directly overtop our vehicle. Moved slow /made NO sound until right overtop - unkn engine noise,,Y,
390,https://nuforc.org//sighting/?id=175677,07/24/2022 21:50,Cleburne,TX,USA,Triangle,"It was a clear night,I was outside at night looking for starlink satellites when I saw the ufo move from S to N. It was slow then fast.",,,
391,https://nuforc.org//sighting/?id=177099,07/23/2022 21:15,Friant,CA,USA,Disk,"Disk ""materializes"" in vertical position in the sky, 225 Ft. from me, then manuevers to horizontal position and descends behind hill",,,
392,https://nuforc.org//sighting/?id=175178,07/13/2022 02:45,St. Louisville,OH,USA,Triangle,"150ft off state rt over train track lights red, green",,Y,
393,https://nuforc.org//sighting/?id=180179,07/04/2022 21:45,King,NC,USA,Circle,"Bright red light, slow moving, no sound, made recorded video completely disappear, was approx 100ft over the tree tops",,,
394,https://nuforc.org//sighting/?id=170211,07/02/2022 13:50,Honolulu,HI,USA,Disk,Was a disk shape with a blue ring on the center with a metal gray looking color around the rest,,Y,
395,https://nuforc.org//sighting/?id=178761,06/27/2022 22:00,Dana Point,CA,USA,Triangle,"Three lights in triangle formation fell like a shooting star, leveled off like a fighter jet, and cruised over the ocean, disapperaing.",,,
396,https://nuforc.org//sighting/?id=174675,06/20/2022 21:00,,ON,Canada,Cylinder,Took a video of a travelling cylinder shape object next to the airplane I was sitting in.,,Y,
397,https://nuforc.org//sighting/?id=176359,06/18/2022 02:00,Waterboro,ME,USA,Triangle,"Curved wing/possibly triangular craft, row of strobing white lights, silent, slow glide.",,,
398,https://nuforc.org//sighting/?id=180439,06/11/2022 21:30,Howell Township,NJ,USA,Triangle,"Slow and quiet moving triangle in the sky, with three lights on each corner of the craft, one dead center",,,
399,https://nuforc.org//sighting/?id=168635,06/01/2022 18:30,Navarre,FL,USA,Triangle,Large triangle with lights hovering at tree level,,,
400,https://nuforc.org//sighting/?id=168537,05/28/2022 03:40,Bakersfield,CA,USA,Rectangle,Rectangular Red/Green Celestial Entity/UFO,,Y,
401,https://nuforc.org//sighting/?id=174791,05/21/2022 13:22,Fond Du Lac,WI,USA,Disk,Daylight sighting of a large silver disc type object.,,,
402,https://nuforc.org//sighting/?id=167447,04/10/2022 01:57,clarksburg,WV,USA,Cigar,2 craft meet on ridge and disappear,,,
403,,,,,,,,,,
404,https://nuforc.org//sighting/?id=167175,03/21/2022 19:30,Ho Chi Minh City,Ho Chi Minh City,Vietnam,Chevron,"Silent, dark chevron-shaped object flew over us and faded from view",,Y,
405,https://nuforc.org//sighting/?id=167028,03/10/2022 19:20,Haslet,TX,USA,Disk,Flying saucer in the sky,,Y,
406,https://nuforc.org//sighting/?id=177011,03/07/2022 07:00,honolulu,HI,USA,Orb,"3 orbs floating stationary above Oahu, seen on the eastside of kailua and later on over Honolulu/ala moana",,Y,Balloon?
407,https://nuforc.org//sighting/?id=166859,02/22/2022 14:30,Tucson,AZ,USA,Formation,I witnessed a huge V formation with 5 lights silently hovering.,,Y,
408,https://nuforc.org//sighting/?id=166582,02/04/2022 22:05,,,Unspecified,Circle,A flash of green light lit the whole sky then a circular lit up aircraft came we thought it was a plane but it made no noise and didn't,,,
409,https://nuforc.org//sighting/?id=166553,02/01/2022 06:08,Cave Springs,AR,USA,Cross,X or Plus Sign shape moving slow and silent upward angle,,Y,
410,https://nuforc.org//sighting/?id=166988,01/28/2022 21:15,Yelm,WA,USA,Triangle,20+ triangular craft hovering in sky above us,,Y,
411,https://nuforc.org//sighting/?id=175934,01/22/2022 15:00,Montesano,WA,USA,Diamond,Chrome diamond craft that transformed into a shpere,,,
412,https://nuforc.org//sighting/?id=166330,01/19/2022 22:30,Navassa,NC,USA,Other,I witnessed a craft in extremely close proximity.,,Y,
413,https://nuforc.org//sighting/?id=176948,01/02/2022 05:50,Los Angeles,CA,USA,Star,Three star formation in. AM sky,,Y,
414,https://nuforc.org//sighting/?id=166098,01/01/2022 03:16,Anna,TX,USA,Circle,out to smoke looked up and 2 dark shapes above clouds with light around them and flickering,,Y,
415,https://nuforc.org//sighting/?id=166090,12/29/2021 21:26,Englewood,FL,USA,Triangle,"3 of us looking upward at clear night sky and we watch a large triangular shaped, relatively slow moving object for approximately 2 min",,Y,
416,https://nuforc.org//sighting/?id=166027,12/24/2021 23:00,Jacksonville Beach,FL,USA,Rectangle,Dark rectangular object with 6 lights flying North toward Atlantic Beach along the coast.,,Y,
417,https://nuforc.org//sighting/?id=166026,12/18/2021 07:00,,,Unspecified,Light,Saw a rare red light on the top of the clouds when flying at night.,,Y,
418,https://nuforc.org//sighting/?id=165888,12/16/2021 23:45,Cincinnati,OH,USA,Triangle,Look like 1 or 3 crafts from North traveling south in tight formation. Seemed to bob up and down as they traveled.,,,
419,https://nuforc.org//sighting/?id=165877,12/16/2021 17:15,San Diego,CA,USA,Triangle,Saw triangular shaped object,,,
420,https://nuforc.org//sighting/?id=165886,12/15/2021 20:45,Ocean Isle Beach,NC,USA,Changing,Sighting began with 2 orange glows proceeded by small randomly pulsating white lights. Then the lights moved back and forth in the sky.,,,
421,https://nuforc.org//sighting/?id=165873,12/15/2021 15:15,Syracuse,NY,USA,Fireball,"“Fireball” of green light, vertically descending then rapidly leveling to fly horizontally and disappearing like a light switch snapped",,,
422,https://nuforc.org//sighting/?id=165875,12/15/2021 00:45,Bradford,ON,Canada,Disk,"2 ufos hovering in my backyard, 40-50ft high",,,
423,https://nuforc.org//sighting/?id=165858,12/14/2021 06:00,Madison,NC,USA,Circle,"Object appeared, grew in size and brightness, reduced size and brightness then began to move.",,,
424,https://nuforc.org//sighting/?id=165872,12/12/2021 19:00,Jumping Branch,WV,USA,,Large object moving extremely slow. No sound. Red/yellow/white lights alternating in a pattern. Triangular/ovoid. Zero explanation,,,
425,https://nuforc.org//sighting/?id=165885,12/10/2021 22:45,Little Rock,AR,USA,Circle,It was 9 to 12 Orange Balls moving southwest,,,
426,https://nuforc.org//sighting/?id=165806,12/09/2021 21:00,Cisco Grove,CA,USA,Other,Object and lights forrest illumination,,,
427,https://nuforc.org//sighting/?id=165770,12/08/2021 19:30,Baldwin,MI,USA,Unknown,"Seen what I thought was a plane until it stopped in the air above my car, then I realized it was too low and slow to be any airplane.",,,
428,https://nuforc.org//sighting/?id=165805,12/08/2021 13:00,Newbury Park,CA,USA,Triangle,Semitransparent triangular craft with large white bright spheres on each of the three corners,,Y,
429,https://nuforc.org//sighting/?id=165655,12/03/2021 20:00,Hiddenite,NC,USA,Formation,long line of lights evenly spaced all moving in unisom,,,Starlink
430,https://nuforc.org//sighting/?id=165664,12/03/2021 19:00,Cannon AFB,NM,USA,Other,Line of about 20 white crafts moving in formation.,,,Starlink
431,https://nuforc.org//sighting/?id=165669,12/03/2021 19:00,Stockbridge,GA,USA,Other,Completely silent low altitude very long stream of lights traveling upward at a slow speed over Stockbridge GA at 7:09 PM,,,Starlink
432,https://nuforc.org//sighting/?id=165661,12/03/2021 18:30,Highlands Ranch,CO,USA,Cigar,"Line of lights lasted about 30 seconds, moving quickly at an angle",,Y,Starlink
433,https://nuforc.org//sighting/?id=165693,12/03/2021 18:30,Mission,KS,USA,Triangle,"Saw 1 black triangle flying East at low altitude. It was dark out. Solid green lights on 2 front corners, red light on back corner.",,Y,
434,https://nuforc.org//sighting/?id=165665,12/03/2021 18:00,Sparta,CO,USA,Formation,Saw the object while in flight,,Y,Starlink
435,https://nuforc.org//sighting/?id=165624,12/02/2021 18:30,Pinetop,AZ,USA,Circle,It was a bright light that stayed beside my car for about 10 minutes then disappeared. About 10 minutes later it was in front of me.,,Y,
436,https://nuforc.org//sighting/?id=165613,12/01/2021 19:30,Lords Valley,PA,USA,Triangle,A brightly lit triangle with many yellow lights on perimiter and interior of craft surface.,,,
437,https://nuforc.org//sighting/?id=165622,11/29/2021 01:00,Absecon,NJ,USA,Chevron,"Witness a triangular shaped object fly over my home on November 30, 2001 approximately 12:30-1:00 am. Crystal clear night sky.",,Y,
438,https://nuforc.org//sighting/?id=165869,11/26/2021 20:00,"Swift Creek, south of Raleigh",NC,USA,Other,"Five pulsing green lights and a large object that blocked out much of the sky, followed for five minutes",,Y,
439,https://nuforc.org//sighting/?id=182371,11/26/2021 11:45,Los Angeles,CA,USA,Disk,"Tilted disc towards me, hovering at about the height of a helicopter.",,Y,
440,https://nuforc.org//sighting/?id=165728,11/25/2021 23:00,Big Coppitt,FL,USA,Circle,Roundish orange colored object moving parallel to ground constant speed no sound,,Y,
441,https://nuforc.org//sighting/?id=176075,11/25/2021 14:30,Heber City,UT,USA,Sphere,Witnessed a metallic disc or sphere traveling East to West.,,,
442,https://nuforc.org//sighting/?id=165580,11/23/2021 20:30,Wheatfield Twp.,MI,USA,Sphere,Large sphere of blue light passed above the neighborhood.,,,
443,https://nuforc.org//sighting/?id=166072,11/22/2021 16:20,Chicopee,MA,USA,Other,Square white and light gray object circling in and out of the clouds.,,Y,
444,https://nuforc.org//sighting/?id=165522,11/21/2021 20:30,Claycomo,MO,USA,Circle,Circular object moving in NE direction. No sound or engine noise detected.,,Y,
445,https://nuforc.org//sighting/?id=165859,11/19/2021 17:00,Near Mt. Vernon,ME,USA,Sphere,"Spherical object which ejected a total of 10 smaller spheres, which disintegrated",,,
446,https://nuforc.org//sighting/?id=166049,11/18/2021 18:30,Hurley,WI,USA,Triangle,My kids and I witnessed an object maybe 100 feet above us.,,Y,
447,https://nuforc.org//sighting/?id=165800,11/17/2021 20:15,Phoenixville,PA,USA,Triangle,"Noiseless, triangular craft spotted flying low over Phoenixville, PA parking lot",,,
448,https://nuforc.org//sighting/?id=165775,11/15/2021 03:22,Auburndale,FL,USA,Circle,Huge Bright Moving Moon,,,
449,https://nuforc.org//sighting/?id=176875,11/13/2021 20:40,Jupiter,MO,USA,Triangle,Translucent silent triangle craft went right over me,,,
450,https://nuforc.org//sighting/?id=165798,11/10/2021 11:45,Ashford (UK/England),,United Kingdom,Other,I don’t know what this was,,,
451,https://nuforc.org//sighting/?id=182883,10/30/2021 03:05,Warren,MI,USA,Changing,8-10 min changing from pink to orange and not having much of a shape. Then flew high behind the clouds and lit up 3x.,,,
452,https://nuforc.org//sighting/?id=177451,10/21/2021 23:10,Calgary,AB,Canada,Cigar,Object was flying east at great speed glowing bright florescent blue and changed direction instantly and 5 sec later it was gone,,,
453,https://nuforc.org//sighting/?id=175470,10/10/2021 23:00,Ringgold,LA,USA,Triangle,"Triangle shape with a light on each corner, one spotlight on me, hovering with no sound bigger than a car slow moving.",,Y,
454,https://nuforc.org//sighting/?id=180039,09/06/2021 13:00,Knjazevac,,Serbia,Circle,Undefined aircraft,,Y,
455,https://nuforc.org//sighting/?id=165722,09/03/2021 23:30,Ontario (Canada),ON,Canada,Sphere,"Seen lights flashing in the sky like high beams. Lights stopped, seconds later an enormous sphere with giant coloums appeared.",,,
456,https://nuforc.org//sighting/?id=182415,08/21/2021 03:30,Winslow,IN,USA,Triangle,Huge triangle above me hovering with 3 lights shape of a traingle,,,
457,https://nuforc.org//sighting/?id=175116,08/19/2021 22:30,Port Angeles,WA,USA,Disk,Stargazing with binoculars I saw a ship land on the mountain in front of my home,,,
458,https://nuforc.org//sighting/?id=178319,07/31/2021 03:30,Klerksdorp,North West,South Africa,Other,UAP over Rhino Sanctuary.,,Y,
459,https://nuforc.org//sighting/?id=177308,06/22/2021 00:36,Buffalo,NY,USA,Teardrop,The large metallic object sat just above the trees,,,
460,https://nuforc.org//sighting/?id=175364,06/11/2021 22:15,Huntley,IL,USA,Unknown,Clear night sky van-sized object floating no sound,,,
461,https://nuforc.org//sighting/?id=181554,06/05/2021 07:30,Rainhill,England,United Kingdom,Sphere,Brushed aluminium silver solid metallic sphere dropped from the sky and crossed directly overhead.,,,
462,https://nuforc.org//sighting/?id=177435,05/21/2021 19:20,Owensboro,KY,USA,Disk,"Saucer disk larger than a large SUV ascended from the field next to my house, where I lived at the time, in a tumbling motion.",,,
463,https://nuforc.org//sighting/?id=180051,05/21/2021 17:40,Robertson,Western Cape,South Africa,Orb,Craft approached me with 1 very strong but not blinding centre light parking above me from ca.25 metres,,,
464,https://nuforc.org//sighting/?id=175440,05/21/2021 16:40,Not sure (was in airplane),,Unspecified,Sphere,"A spinning silverish sphere passed under my aircraft at high rate of speed, saw out window.",,,
465,https://nuforc.org//sighting/?id=175496,05/15/2021 21:45,W.T. Wooten Wild Life Are,WA,USA,Oval,Unpacking for camp we all see large cylinder 200 yards long with 6 lights on it moving slow and making no sound 400 to 500 yards away,,,
466,https://nuforc.org//sighting/?id=165887,05/10/2021 12:15,North of Sarasota,FL,USA,Oval,"Various UFO's photographed May 10, 2021 from a United Airlines airplane between St. Petersburg and Sarasota FL.",,,
467,https://nuforc.org//sighting/?id=176140,05/06/2021 18:48,Moab,UT,USA,Sphere,"Filmed two spherical metal objects fly by, both following the same flight path.",,Y,
468,https://nuforc.org//sighting/?id=174998,04/09/2021 22:25,Woodstock,NH,USA,Disk,Blinking lights in the sky on normal route home and 4 hours of missing time,,,
469,https://nuforc.org//sighting/?id=181061,03/11/2021 18:45,Clinton,MS,USA,Triangle,"Triangle, about 20-25 ft sides. Moved slowly ( 20-35 mph). No sound. Red light on bottom in middle. Really bright white light on front",,,
470,https://nuforc.org//sighting/?id=179060,03/01/2021 08:15,Richardson,TX,USA,Cylinder,Very large fat Cylinder craft close to my location,,Y,
471,https://nuforc.org//sighting/?id=162304,02/28/2021 08:20,Kennewick,WA,USA,Triangle,Huge black triangle with 3-4 lights on the sides floating above my house.,,Y,
472,https://nuforc.org//sighting/?id=174954,02/11/2021 06:17,,MI,USA,Orb,"UFO flew at high speeds from out of sight, stopped above field, shot out yellow plasma propellant, flew out of sight in 1 second",,Y,
473,https://nuforc.org//sighting/?id=178517,01/21/2021 15:05,Clifton,VA,USA,Unknown,"8 Objects Seen High in Circular Formation, 6 Disappear, and 2 Travel West",,,
474,https://nuforc.org//sighting/?id=176390,01/18/2021 03:28,Port Coquitlam,BC,Canada,Orb,"Entity resembling grey alien in my home left my daughters room, then in my room sedated me.  I woke 4 mins later to see orb outside",,Y,
475,https://nuforc.org//sighting/?id=179402,01/01/2021 03:00,,,International Waters,Orb,Orb flying sporadically a few hundred yards off of our cruise ship.,,Y,
476,https://nuforc.org//sighting/?id=175503,10/31/2020 00:03,Manassas,VA,USA,Triangle,On 10/31/20 at 12:03am a brightly lit triangle passed silently over my car.Entire structure lit from inside.,,Y,
477,https://nuforc.org//sighting/?id=179585,10/08/2020 14:28,Norman,OK,USA,Rectangle,"Viewed a 5"" by 5"" UFO with an orbiter 15 ft away.",,Y,
478,https://nuforc.org//sighting/?id=179052,09/30/2020 18:45,Seymour,CT,USA,Rectangle,Me and My fiance on our way to dinner have a rectangular UFO the size of a football field silently fly over car,,,
479,https://nuforc.org//sighting/?id=181185,09/24/2020 21:30,Chico,CA,USA,Unknown,"after checking out the bear fire, very large craft lept from under 10,000ft to outer space in 1 sec, and zipped around ~10,000mph+",,,
480,https://nuforc.org//sighting/?id=175599,08/17/2020 22:14,Canton,GA,USA,Triangle,A very large triangle shaped object low to the ground,,,
481,https://nuforc.org//sighting/?id=165638,07/20/2020 22:00,Birmingham (UK/Wales),United Kingdom,United Kingdom,Rectangle,Bus sized craft moving overhead at about 20 miles an hour. Silent with rear facing triple powerful lights still in view 20 min,,,
482,https://nuforc.org//sighting/?id=177385,07/14/2020 22:30,Horseshoe Bay,TX,USA,Diamond,"Small, black, diamond shaped aircraft that operated silently and at supersonic speed",,Y,
483,https://nuforc.org//sighting/?id=182344,07/01/2020 22:30,Myrtle Beach,SC,USA,Disk,As a Blackhawk crewchief I witnessed something that looked like the energizer bunny witness commercial.,,,
484,https://nuforc.org//sighting/?id=182680,06/04/2020 02:15,East Greenwich,RI,USA,Cigar,Very large object lower then the altitude of a small aircraft,,,
485,https://nuforc.org//sighting/?id=181886,05/13/2020 23:59,Haslet,TX,USA,Cigar,"Observed an orb of light in the sky moving in an unusual pattern. Disappeared & reappeared right behind my home, less than 250-300 yrds",,,
486,https://nuforc.org//sighting/?id=165569,02/21/2020 19:30,Scottsdale,AZ,USA,Other,"Bank of what looked like blacklight screens flashing hypnotic patterns over intersection, then turning and floating off",,Y,
487,https://nuforc.org//sighting/?id=160151,01/15/2020 02:00,Los Angeles,CA,USA,Sphere,I awoke to find an udulating beach ball sized black sphere hovering in my kitchen.,,Y,
488,https://nuforc.org//sighting/?id=180220,01/01/2020 19:00,Fort Scott,KS,USA,Light,"Blinding light enveloped us while driving, missing time",,,
489,https://nuforc.org//sighting/?id=151509,11/20/2019 23:17,,,Unspecified,Sphere,Bright object resembling star or satellite in night sky traveling at tremendous speed does figure 8 above our cruise ship in night sky.,,,
490,https://nuforc.org//sighting/?id=151616,10/31/2019 18:00,Saint Paul,MN,USA,Rectangle,Detailed sighting of a black rectangular craft with circles on the bottom.  Seen traveling then vanished!,,Y,
491,https://nuforc.org//sighting/?id=177464,07/19/2019 21:00,Seabrook,TX,USA,Triangle,"At 9pm on a Thursday evening, a triangle-shaped aircraft flew over my backyard--virtually silent, with 3 circles of lights underneath.",,,
492,https://nuforc.org//sighting/?id=148793,07/15/2019 20:25,Piqua,OH,USA,Rectangle,"An opening (hole, portal) in the fabric of space.  ((NUFORC Note:  See excellent illustration by witness on NUFORC homepage.  PD))",,Y,
493,https://nuforc.org//sighting/?id=175803,06/01/2019 19:00,Olympia,WA,USA,Circle,"2 round UFOs, quietly hovering over a field about 200 yards from myself. They moved horizontally very quickly in unison then flew up.",,,
494,https://nuforc.org//sighting/?id=144281,01/03/2019 17:20,Easthampton,MA,USA,Diamond,Bright white lights of a diamond shaped craft seen above Connecticut river on Easthampton/Northampton line (rt. 5).,,Y,
495,https://nuforc.org//sighting/?id=177328,12/20/2018 16:40,Sparks,NV,USA,Oval,"""Saw a black, oval-shaped UFO hovering and shifting directions over Sparks, NV mountains on Dec 20, 2018. Object became transparent wh",,Y,
496,https://nuforc.org//sighting/?id=182104,12/19/2018 19:45,Driggs,ID,USA,Changing,A cloud was flickering and a huge object came out of cloud,,Y,
497,https://nuforc.org//sighting/?id=182933,12/13/2018 20:00,Cleveland,GA,USA,Triangle,Saw a large black triangle with lights move very quickly over road.,,,
498,https://nuforc.org//sighting/?id=181964,12/11/2018 06:00,Ciliau Aeron,Wales,United Kingdom,Sphere,"A house-sized orb flying West then hovering, then East, sparks of molten metal.",,,
499,https://nuforc.org//sighting/?id=143949,11/30/2018 22:30,Seven Devils,NC,USA,Rectangle,"Football field sized rectangle, black, near Boone N.C. that disappeared at a high rate of speed.",,Y,
500,https://nuforc.org//sighting/?id=178929,11/23/2018 21:00,Terre Haute,IN,USA,Changing,Triangular/diamond shaped craft with orange lights hovered above street lights for several minutes over traffic.,,,
501,https://nuforc.org//sighting/?id=143562,10/23/2018 06:05,Winston-Salem,NC,USA,Triangle,At 6 am today (10-23-2018) to have a cigarette and a minute or two later directly above me was a object 100ft wide 50ft length.,,Y,
502,https://nuforc.org//sighting/?id=174836,10/17/2018 11:34,Fort Richardson,AK,USA,Disk,"Craft was hovering in place over hangers, flew south-west and upwards faster than any commercial or military craft I've seen.",,,
503,https://nuforc.org//sighting/?id=143381,10/04/2018 21:30,SE Arizona (I-10 EB),AZ,USA,Disk,Translucent saucer shaped object with bright Peridot green almost hypnotic bright lights on both ends,,,
504,,,,,,,,,,
505,https://nuforc.org//sighting/?id=175048,09/15/2018 20:00,Hemet,CA,USA,Triangle,"Black triangle, moving slowly over a crowded street for about 10-15 seconds",,Y,
506,https://nuforc.org//sighting/?id=165751,08/15/2018 22:30,Ontario (Canada),ON,Canada,Light,Light encircling my truck.,,,
507,https://nuforc.org//sighting/?id=166359,08/13/2018 02:30,Skopje,Butel Municipality,Macedonia,Other,"Object was boomerang shaped, it had big white lights and it moved very fast from west to east, around the height that a plane flies on",,Y,
